childid,mhhinco_1992,mhhinco_1993,mhhinco_1994,mhhinco_1996,mhhinco_1998,mhhinco_2000,mhhinco_2002,mhhinco_2004,mhhinco_2006,mhhinco_2008,mhhinco_2010,mhhinco_2012,mhhinco_2014,mhhinco_2016,mhhinco_2018,mhhinco_1982,mhhinco_1983,mhhinco_1984,mhhinco_1985,mhhinco_1986,mhhinco_1987,mhhinco_1988,mhhinco_1989,mhhinco_1990,mhhinco_1991,mhhinco_1981,mhhinco_1979,mhhinco_1980
952102,7488,7512,9276,7848,40010,44000,49000,51000,56000,E,E,E,E,E,E,,,,,,,4944,6243,8508,7260,,,
952103,7488,7512,9276,7848,40010,44000,49000,51000,56000,60554,53000,E,E,E,E,,,,,,,,,,,,,
952201,38716,48000,42000,54600,E,E,,,E,,E,E,E,E,E,D,23908,30500,20000,25500,27000,31500,38000,39000,42200,16000,,11000
952202,38716,48000,42000,54600,D,E,,,E,,E,E,E,E,E,D,23908,30500,20000,25500,27000,31500,38000,39000,42200,,,
952301,10536,12960,20088,18151,E,E,E,E,E,E,E,E,E,E,E,8140,6888,4008,9780,5780,13221,22418,8617,8532,10748,8260,10000,14000
952302,10536,12960,20088,18151,5700,E,E,E,E,E,E,E,E,E,E,8140,6888,4008,9780,5780,13221,22418,8617,8532,10748,,,
952303,10536,12960,20088,18151,5700,9080,E,E,E,E,E,E,E,E,E,,,4008,9780,5780,13221,22418,8617,8532,10748,,,
952304,10536,12960,20088,18151,5700,9080,0,16611,E,E,E,E,E,E,E,,,,,,13221,22418,8617,8532,10748,,,
952305,10536,12960,20088,18151,5700,9080,0,16611,13000,3000,E,E,E,E,E,,,,,,,,8617,8532,10748,,,
952306,10536,12960,20088,18151,5700,9080,0,16611,13000,3000,D,E,E,E,E,,,,,,,,,,,,,
952307,,,,,5700,9080,0,16611,13000,3000,D,33933,28421,E,E,,,,,,,,,,,,,
952501,,,,,,,,,,,,,,,,D,8464,D,21542,12480,17400,15000,16000,43100,,,7000,10875
952901,10000,13760,11720,E,E,E,E,E,E,E,E,E,E,E,E,20000,0,0,2400,D,42,,12000,23000,18000,,7120,I
952902,10000,13760,11720,12624,E,E,E,E,E,E,E,E,E,E,E,20000,0,0,2400,D,42,,12000,23000,18000,,7120,I
952903,10000,13760,11720,12624,12140,D,E,E,E,E,E,E,E,E,E,,0,0,2400,D,42,,12000,23000,18000,,,
952904,10000,13760,11720,12624,12140,D,14000,15000,1000,E,E,E,E,E,E,,,,,,,,12000,23000,18000,,,
953001,43500,56000,23030,,63000,R,E,E,,E,E,,,,,,D,16000,,33000,R,42200,49015,45025,D,,,
953002,43500,56000,23030,,63000,R,R,R,,E,E,,,,,,,,,,,,49015,45025,D,,,
953201,,R,R,R,R,E,E,E,,E,E,E,E,E,E,11000,D,D,D,D,R,30000,D,I,R,,,
953202,,R,R,R,R,D,R,E,,E,E,E,E,E,E,,,D,D,D,R,30000,D,I,R,,,
953203,,R,R,R,R,D,R,R,,R,E,E,E,E,E,,,,,,,,,I,R,,,
953601,26000,30000,35000,35000,D,40000,38000,E,E,E,E,E,E,E,E,,,,12051,D,8640,9252,9252,2400,0,,,
953602,26000,30000,35000,35000,D,40000,38000,E,E,E,E,E,E,E,E,,,,12051,D,8640,9252,9252,2400,0,,,
953701,9968,D,D,D,D,,,E,E,E,E,E,E,E,E,5940,7488,8005,7080,7368,8085,D,18324,0,18252,7300,,
953702,9968,D,D,D,D,,,E,E,E,E,E,E,E,E,5940,7488,8005,7080,7368,8085,D,18324,0,18252,,,
953703,9968,D,D,D,D,,,E,E,E,E,E,E,E,E,,,8005,7080,7368,8085,D,18324,0,18252,,,
953704,9968,D,D,D,D,,,E,E,E,E,E,E,E,E,,,,7080,7368,8085,D,18324,0,18252,,,
954101,,,,,,54000,32000,115000,66000,84000,62000,72016,72000,16445,E,,,,,,,,,,,,,
954201,31000,D,2500,7000,E,,E,E,E,E,E,E,E,E,E,8300,9000,D,7284,6912,7728,9226,6150,15600,24800,2000,,13000
954202,31000,D,2500,7000,I,,E,E,E,E,E,E,E,E,E,8300,9000,D,7284,6912,7728,9226,6150,15600,24800,,,
954203,31000,D,2500,7000,I,,30444,E,E,E,E,E,E,E,E,,,D,7284,6912,7728,9226,6150,15600,24800,,,
954204,31000,D,2500,7000,I,,30444,31072,E,E,E,E,E,E,E,,,,,6912,7728,9226,6150,15600,24800,,,
955401,D,29106,12294,19560,E,E,E,E,E,E,E,E,E,E,E,5448,13848,12024,9308,11548,6396,9510,14588,7596,13681,4470,D,I
955402,D,29106,12294,19560,E,E,E,E,E,E,E,E,E,E,E,5448,13848,12024,9308,11548,6396,9510,14588,7596,13681,4470,D,I
955403,D,29106,12294,19560,21000,52000,E,E,E,E,E,E,E,E,E,,13848,12024,9308,11548,6396,9510,14588,7596,13681,,,
955601,7080,11484,E,E,E,E,E,E,E,E,E,E,E,E,E,5448,5436,5688,5856,6312,6324,4188,6828,6996,6804,4041,1096,4980
955602,7080,11484,8310,9288,E,E,E,E,E,E,E,E,E,E,E,5448,5436,5688,5856,6312,6324,4188,6828,6996,6804,4041,1096,4980
955701,1000,17000,22000,22000,E,E,,,E,E,E,E,E,E,E,9350,D,D,D,15000,D,D,6000,15000,9799,I,8000,21200
955702,1000,17000,22000,22000,22000,30000,,,47000,E,E,E,E,E,E,,,,,,,D,6000,15000,9799,,,
955801,D,D,D,7524,R,R,,E,E,E,E,E,E,E,E,9530,D,20000,D,25000,D,3000,4524,4896,14546,,,
955802,D,D,D,7524,R,R,,R,R,550,E,E,E,E,E,,,,,,,,,4896,14546,,,
956001,25200,27000,29000,31200,38000,41000,D,56000,64654,R,E,E,E,E,E,,,,,,,,,48200,48000,,,
956401,,,,,,,,,,,,,,,,,,,,,65200,71000,68000,75000,,,,
956701,12480,5972,,2525,D,D,36800,E,E,E,E,E,E,,,,,D,D,13500,19500,29000,42250,12155,9968,,,
956702,12480,5972,,2525,D,D,36800,D,E,E,E,E,E,,,,,,,,19500,29000,42250,12155,9968,,,
956801,8400,15000,8500,23000,28000,48000,45000,54000,47000,E,E,E,E,E,E,,,,,,,43100,4300,7000,13000,,,
956802,8400,15000,8500,23000,28000,48000,45000,54000,47000,62000,E,E,E,E,E,,,,,,,,,7000,13000,,,
956803,8400,15000,8500,23000,28000,48000,45000,54000,47000,62000,58000,E,E,E,E,,,,,,,,,,,,,
957401,47000,46000,E,E,E,E,E,E,E,E,E,E,E,E,E,18840,23873,27000,22000,28000,37000,37000,41100,41050,43000,14417,13180,I
957402,47000,46000,55000,D,E,E,E,E,E,E,E,E,E,E,E,18840,23873,27000,22000,28000,37000,37000,41100,41050,43000,14417,13180,I
957501,18000,53000,E,E,E,E,E,E,E,E,E,E,E,,E,5200,17475,D,25700,D,D,5185,12296,14500,16780,I,I,
957502,18000,53000,53021,E,E,E,E,E,E,E,E,E,E,,E,5200,17475,D,25700,D,D,5185,12296,14500,16780,I,I,
957503,18000,53000,53021,21000,22000,E,E,E,E,E,E,E,E,,E,5200,17475,D,25700,D,D,5185,12296,14500,16780,,,
957504,,,,21000,22000,38000,41000,23000,27500,34000,30800,32145,E,,E,,,,,,,,,,,,,
957601,,,,,,62500,78060,78420,80900,109010,99007,94000,116000,70632,E,,,,,,,,,,,,,
957602,,,,,,,78060,78420,80900,109010,99007,94000,116000,70632,101000,,,,,,,,,,,,,
957603,,,,,,,78060,78420,80900,109010,99007,94000,116000,70632,101000,,,,,,,,,,,,,
957801,15600,D,31800,45000,E,E,E,E,E,E,E,E,E,E,E,7800,10800,10000,14450,17075,21000,38000,31000,0,36800,0,30000,30000
957802,15600,D,31800,45000,43000,E,E,E,E,E,E,E,E,E,E,7800,10800,10000,14450,17075,21000,38000,31000,0,36800,0,,
957803,15600,D,31800,45000,43000,47000,E,E,E,E,E,E,E,E,E,7800,10800,10000,14450,17075,21000,38000,31000,0,36800,,,
957804,15600,D,31800,45000,43000,47000,72450,105968,E,E,E,E,E,E,E,,,,,17075,21000,38000,31000,0,36800,,,
957805,15600,D,31800,45000,43000,47000,72450,105968,50000,55296,E,E,E,E,E,,,,,,,,,0,36800,,,
957806,,,31800,45000,43000,47000,72450,105968,50000,55296,62400,35000,E,E,E,,,,,,,,,,,,,
957901,39000,35100,40100,58100,57500,70100,50000,85000,105000,E,E,E,E,E,E,,,,,,,35000,31200,32150,26000,,,
957902,39000,35100,40100,58100,57500,70100,50000,85000,105000,120000,127000,E,E,E,E,,,,,,,,,,,,,
958201,26000,23000,26500,D,53686,30000,21892,25640,20230,E,E,E,E,E,E,,,,,,,,27000,34000,28000,,,
958202,,23000,26500,D,53686,30000,21892,25640,20230,43292,44784,E,E,E,E,,,,,,,,,,,,,
959301,,,,,,,,,,,,,,,,,,26000,24000,4005,D,45200,51000,38000,,,,
959302,,,,,,,,,,,,,,,,,,,24000,4005,D,45200,51000,38000,,,,
959303,,,,,,,,,,,,,,,,,,,,,,,,38000,,,,
959401,,,,,,,,,,,,,,,,,,27200,33000,37536,43000,50000,50050,60000,,,,
959402,,,,,,,,,,,,,,,,,,,,,,50000,50050,60000,,,,
959601,,,,,,,,,,,,,,,,11305,13000,15000,23000,25000,350,14300,D,16400,,9630,,
959602,,,,,,,,,,,,,,,,11305,13000,15000,23000,25000,350,14300,D,16400,,9630,,
959701,,,,,,,,,,,,,,,,,,,37820,40450,70300,69000,54000,80000,,,,
960201,,,,,,,,,,,,,,,,,D,5472,7796,9796,8180,17326,13948,4368,,,,
960202,,,,,,,,,,,,,,,,,,,7796,9796,8180,17326,13948,4368,,,,
960401,,,,,,,,,,,,,,,,3061,4176,7464,D,10520,18968,24550,29808,24000,,9965,,
960402,,,,,,,,,,,,,,,,,,,,,18968,24550,29808,24000,,,,
960801,,,,,,,,,,,,,,,,7358,10063,12249,11876,10733,21668,11874,14552,51000,,4880,3840,6325
960802,,,,,,,,,,,,,,,,7358,10063,12249,11876,10733,21668,11874,14552,51000,,4880,3840,6325
960803,,,,,,,,,,,,,,,,7358,10063,12249,11876,10733,21668,11874,14552,51000,,4880,,
960901,16300,17000,17500,D,34465,D,59300,E,E,E,E,E,E,E,E,,,6000,D,4404,D,D,14400,14400,D,,,
961001,,,,,,,,,,,,,,,,,,,,,,,17400,33000,,,,
961101,,,,,,,,,,,,,,,,6899,12000,13686,13554,12552,13876,2346,6204,12589,,5643,,
961102,,,,,,,,,,,,,,,,,12000,13686,13554,12552,13876,2346,6204,12589,,,,
961401,,,,,,,,,,,,,,,,8000,D,D,12000,4752,4632,4692,4980,5304,,9371,,55872
961601,,,,,,,,,,,,,,,,19000,21000,27165,20000,I,15430,22000,20000,25000,,18000,,
961602,,,,,,,,,,,,,,,,,,,20000,I,15430,22000,20000,25000,,,,
961603,,,,,,,,,,,,,,,,,,,,,15430,22000,20000,25000,,,,
961901,35800,30000,D,27473,D,E,E,E,E,E,E,E,E,,,13144,15233,25550,23432,28000,8000,28800,28800,32800,28800,12200,,
961902,35800,30000,D,27473,D,27500,42353,E,E,E,E,E,E,,,,,,,28000,8000,28800,28800,32800,28800,,,
962001,D,47000,D,2860,E,E,E,E,E,E,E,E,E,E,E,18000,15650,D,24140,31011,17360,D,D,40400,46035,27581,6337,6050
962002,D,47000,D,2860,E,E,E,E,E,E,E,E,E,E,E,18000,15650,D,24140,31011,17360,D,D,40400,46035,27581,6337,6050
962003,D,47000,D,2860,D,E,E,E,E,E,E,E,E,E,E,18000,15650,D,24140,31011,17360,D,D,40400,46035,27581,,
962301,,,,,,,,,,,,,,,,9955,13160,57812,6530,16398,17161,24030,22505,11512,,10051,,7300
962302,,,,,,,,,,,,,,,,9955,13160,57812,6530,16398,17161,24030,22505,11512,,,,
962701,D,D,17628,15572,D,17997,E,E,E,E,E,,,,,9800,4200,439,10992,15505,13418,26057,27900,0,D,,,
962702,D,D,17628,15572,D,17997,22020,E,E,E,E,,,,,,,,10992,15505,13418,26057,27900,0,D,,,
962703,D,D,17628,15572,D,17997,22020,22704,E,E,E,,,,,,,,,15505,13418,26057,27900,0,D,,,
963101,,,,,,,,,,,,,,,,D,12000,15499,8000,16000,16480,27620,27850,36432,,,,
963201,R,D,R,R,0,,,,,,,,,,,,,,26000,,,,D,R,R,,,
963202,,D,R,R,0,,,,,,,,,,,,,,,,,,,,,,,
963203,,D,R,R,0,,,,,,,,,,,,,,,,,,,,,,,
963301,,,,,,,,,,,,,,,,D,6377,9700,12720,9910,11600,24800,29000,25585,,14700,I,I
963302,,,,,,,,,,,,,,,,D,6377,9700,12720,9910,11600,24800,29000,25585,,14700,,
963501,44020,42010,40010,53000,1,21410,53005,45000,56000,82000,60000,E,E,E,E,,,,,,,,,,,,,
963502,,,,53000,1,21410,53005,45000,56000,82000,60000,75020,E,E,E,,,,,,,,,,,,,
963701,I,34000,64750,34122,58000,58000,86000,E,E,E,E,E,E,E,E,,,D,D,18000,16000,25425,29460,24600,25000,,,
963702,I,34000,64750,34122,58000,58000,86000,D,E,E,E,E,E,E,E,,,,,,16000,25425,29460,24600,25000,,,
964001,58100,55700,60000,75600,D,64500,72500,E,E,E,E,E,E,E,E,,,,D,30000,39025,46550,48500,48600,55860,,,
964002,58100,55700,60000,75600,D,64500,72500,123956,124200,134200,139200,E,E,E,E,,,,,,,,,,,,,
964101,,,,,0,23000,26000,38000,55668,58458,56076,30056,52304,E,E,,,,,,,,,,,,,
964102,,,,,0,23000,26000,38000,55668,58458,56076,30056,52304,E,E,,,,,,,,,,,,,
964401,40000,46000,D,D,27336,70736,78360,25840,75500,E,E,E,,E,E,,,,,,,,35000,37000,44000,,,
964402,40000,46000,D,D,27336,70736,78360,25840,75500,63500,D,E,,E,E,,,,,,,,,,,,,
964701,,,,,,,,,,,,,,,,,,,,,,,18000,146942,,,,
964801,D,D,D,E,E,E,E,E,E,E,E,E,E,E,E,15000,D,16100,D,12000,15080,D,D,D,9900,12100,4000,9000
964802,D,D,D,D,D,E,E,E,E,E,E,E,E,E,E,15000,D,16100,D,12000,15080,D,D,D,9900,12100,,
964803,D,D,D,D,D,D,E,E,E,E,E,E,E,E,E,,D,16100,D,12000,15080,D,D,D,9900,,,
964804,D,D,D,D,D,D,7480,E,E,E,E,E,E,E,E,,,,D,12000,15080,D,D,D,9900,,,
965201,43100,D,67000,D,D,,,,,,,,,,E,D,D,23120,23350,24111,23000,30000,35000,47000,40600,11000,,
965202,43100,D,67000,D,D,,,,,,,,,,E,,,,23350,24111,23000,30000,35000,47000,40600,,,
965501,35000,40000,27225,85000,35000,E,E,E,E,E,E,E,E,E,E,,,,,,,34000,20000,D,39000,12400,,
965502,35000,40000,27225,85000,35000,42000,12000,E,E,E,E,E,E,E,E,,,,,,,34000,20000,D,39000,,,
965503,,40000,27225,85000,35000,42000,12000,45000,97000,86000,38000,E,E,E,E,,,,,,,,,,,,,
965701,,,,,,,,,,,,,,,,20000,14000,D,8732,14650,28174,26000,D,31700,,7446,,
965901,,,,77000,45000,,120000,160000,120000,145000,118870,48000,E,E,E,,,,,,,,,,,,,
966001,25400,30011,38271,45923,39263,101728,100050,E,E,E,E,E,E,E,E,,,,,53616,48957,62600,65990,71000,69463,,,
966002,25400,30011,38271,45923,39263,101728,100050,81670,256150,E,E,E,E,E,E,,,,,,,62600,65990,71000,69463,,,
966101,55000,43060,29100,39800,57000,60525,45200,E,E,E,E,E,E,E,E,,,20025,24900,25000,28000,34050,33050,43100,45900,,,
966102,55000,43060,29100,39800,57000,60525,45200,68000,55980,E,E,E,E,E,E,,,,,,,,33050,43100,45900,,,
966201,,,,,,,,46540,150550,92802,76000,62200,70600,91200,I,,,,,,,,,,,,,
967101,,,,,,,,,,,,,,,,8892,5556,D,I,0,D,6450,D,3195,,4680,3948,5560
967102,,,,,,,,,,,,,,,,8892,5556,D,I,0,D,6450,D,3195,,4680,3948,5560
967103,,,,,,,,,,,,,,,,8892,5556,D,I,0,D,6450,D,3195,,4680,3948,5560
967104,,,,,,,,,,,,,,,,8892,5556,D,I,0,D,6450,D,3195,,4680,,5560
967201,97500,D,D,95500,70800,D,D,D,164500,D,D,E,E,E,E,,,,,,,,,,,,,
967601,R,D,D,22500,24248,D,E,E,E,E,E,E,E,E,E,24000,17100,23588,28340,34199,,,45350,,19280,,,
967602,R,D,D,22500,24248,D,E,E,E,E,E,E,E,E,E,,17100,23588,28340,34199,,,45350,,19280,,,
967603,R,D,D,22500,24248,D,D,E,E,E,E,E,E,E,E,,,,,34199,,,45350,,19280,,,
968001,D,D,3500,30489,21252,8856,10260,E,E,E,E,E,E,E,E,,,D,D,6323,3252,2000,8213,7613,5766,,,
968002,D,D,3500,30489,21252,8856,10260,E,E,E,E,E,E,E,E,,,,,6323,3252,2000,8213,7613,5766,,,
968003,D,D,3500,30489,21252,8856,10260,5100,18900,E,E,E,E,E,E,,,,,,,,8213,7613,5766,,,
968401,6500,7500,12000,15368,15300,E,E,E,E,E,E,E,E,E,E,19380,25000,10000,D,8168,D,22710,D,10900,6600,24000,,29496
968402,6500,7500,12000,15368,15300,40810,D,E,E,E,E,E,E,E,E,,,10000,D,8168,D,22710,D,10900,6600,,,
968601,6300,6600,17955,15718,8156,E,E,E,E,E,E,E,E,E,E,8973,D,5500,1500,15450,5000,6920,7516,5676,4464,,,
968602,,,,,,D,540,4540,11100,12112,D,28064,20652,17928,9000,,,,,,,,,,,,,
969201,,,,,,,,,,,,,,,,,,15304,24820,26000,31800,29000,23120,40000,,,,
969202,,,,,,,,,,,,,,,,,,,,,31800,29000,23120,40000,,,,
970201,,,,,,,,,,,,,,,,30540,24692,75001,,,,,,,,22046,,35800
970401,,,,,,,,,,,,,,,,,,,,D,52000,58050,50200,D,,,,
970402,,,,,,,,,,,,,,,,,,,,,,,50200,D,,,,
970501,,,,,,,,,,,,,,,,,,,,,,100001,1057448,98000,,,,
970701,17587,24292,30128,E,E,E,E,E,E,E,E,E,E,E,E,25100,28000,30500,30900,27400,25000,16500,16000,4788,15240,19900,0,700
970702,17587,24292,30128,8674,D,59808,58350,11000,E,E,E,E,E,E,E,,,,,,25000,16500,16000,4788,15240,,,
970901,,,,,,,,,,,,,,,,,,,,,53800,58025,71800,80200,,,,
971101,,,,,,29000,34000,31500,20676,23900,40306,33135,R,,I,,,,,,,,,,,,,
971102,,,,,,,34000,31500,20676,23900,40306,33135,R,,I,,,,,,,,,,,,,
971301,,,,,,,,,,,,,,,,,,,,46300,D,,48000,56400,,,,
972201,,,,,,,,,,,,,,,,,,,,,,55600,40300,146942,,,,
973001,,,,,,,,,,,,,,,,6200,D,22341,6000,0,3500,0,52,0,,I,7200,I
973002,,,,,,,,,,,,,,,,,,,6000,0,3500,0,52,0,,,,
973003,,,,,,,,,,,,,,,,,,,,,3500,0,52,0,,,,
973101,,,,,,,,,,,,,,,,,,,,,,0,0,D,,,,
973301,,,,,,,,,,,,,,,,,34000,38600,29100,30200,36000,41000,40200,45000,,,,
973601,,,,,,,,,,,,,,,,18000,D,50600,43082,83000,D,51600,5000,75000,,15100,4700,8000
973602,,,,,,,,,,,,,,,,18000,D,50600,43082,83000,D,51600,5000,75000,,15100,,
973603,,,,,,,,,,,,,,,,,,,,,D,51600,5000,75000,,,,
974001,,,,,,,,,,,,,,,,,,8900,12415,18000,19036,1500,3773,D,,,,
974002,,,,,,,,,,,,,,,,,,,,18000,19036,1500,3773,D,,,,
974801,,,,,,,,,,,,,,,,,,,,,55900,36100,90200,D,,,,
974802,,,,,,,,,,,,,,,,,,,,,,36100,90200,D,,,,
975001,,,,,,,,,,,,,,,,6000,7453,25904,7035,12658,8000,7100,4200,6620,,8000,1675,5000
975002,,,,,,,,,,,,,,,,6000,7453,25904,7035,12658,8000,7100,4200,6620,,8000,1675,5000
975003,,,,,,,,,,,,,,,,6000,7453,25904,7035,12658,8000,7100,4200,6620,,8000,,
975301,,,,,,,,,,,,,,,,13200,7560,22040,D,,1493,1200,30891,45440,,14560,,14500
975401,8544,7224,E,E,E,E,E,E,E,E,E,E,E,E,E,5292,5784,3876,3600,5460,6336,6772,D,7944,8628,4476,2904,2892
975402,8544,7224,5772,E,E,E,E,E,E,E,E,E,E,E,E,5292,5784,3876,3600,5460,6336,6772,D,7944,8628,4476,2904,2892
975403,8544,7224,5772,8316,E,E,E,E,E,E,E,E,E,E,E,5292,5784,3876,3600,5460,6336,6772,D,7944,8628,4476,2904,2892
975404,8544,7224,5772,8316,5772,E,E,E,E,E,E,E,E,E,E,5292,5784,3876,3600,5460,6336,6772,D,7944,8628,4476,,
975501,,,,,,,,,,,,,,,,D,43272,2660,4803,4852,4988,4856,11892,D,,5492,1780,3171
975502,,,,,,,,,,,,,,,,D,43272,2660,4803,4852,4988,4856,11892,D,,5492,1780,3171
975601,,E,E,E,E,E,E,E,E,E,E,E,E,E,E,900,12412,17230,22000,20000,,,12000,,,7176,3674,3418
975602,,D,E,E,E,E,E,E,E,E,E,E,E,E,E,900,12412,17230,22000,20000,,,12000,,,7176,3674,3418
975701,,,,31000,D,D,R,8565,60000,48000,0,58000,E,E,E,,,,,,,,,,,,,
975702,,,,,D,D,R,8565,60000,48000,0,58000,34000,E,E,,,,,,,,,,,,,
975801,D,R,10000,D,E,E,E,E,,E,E,E,E,E,E,25000,28900,34000,44230,D,D,D,D,61800,D,8500,6000,15550
975802,,R,10000,D,D,R,D,0,,35000,R,E,E,E,E,,,,,,,,,,,,,
975803,,,10000,D,D,R,D,0,,35000,R,D,E,E,E,,,,,,,,,,,,,
976301,,R,R,,,R,D,R,134280,0,,,,,E,,,,,,,,,,,,,
976302,,,,,,R,D,R,134280,0,,,,,E,,,,,,,,,,,,,
976501,27228,D,34868,D,D,E,,E,E,,,,,,,11300,27200,D,D,D,D,D,D,D,23000,I,,I
976502,27228,D,34868,D,D,55000,,1680,E,,,,,,,,,,,,D,D,D,D,23000,,,
976601,R,D,R,100900,R,R,R,R,R,E,E,E,E,E,E,,,,,,,R,R,R,R,,,
976801,R,R,R,E,E,E,E,E,E,E,E,E,E,E,E,9000,D,D,D,25000,D,D,R,R,R,I,5000,I
976802,R,R,R,D,R,E,E,E,E,E,E,E,E,E,E,9000,D,D,D,25000,D,D,R,R,R,I,,
976803,R,R,R,D,R,D,D,R,D,E,E,E,E,E,E,,,,,,,D,R,R,R,,,
977201,26000,30000,22451,36434,D,E,E,E,,E,E,E,,,,22000,20800,14192,23000,33000,13888,34000,33160,23200,25000,11000,,
977202,26000,30000,22451,36434,D,42000,38000,E,,E,E,E,,,,,,,23000,33000,13888,34000,33160,23200,25000,,,
977203,26000,30000,22451,36434,D,42000,38000,70000,,E,E,E,,,,,,,,,,34000,33160,23200,25000,,,
977204,26000,30000,22451,36434,D,42000,38000,70000,,44600,E,E,,,,,,,,,,,,,,,,
977205,,,22451,36434,D,42000,38000,70000,,44600,40600,E,,,,,,,,,,,,,,,,
977401,,,,,,,,,,,,,,,,D,23632,26322,D,20650,91700,D,D,D,,,,
977402,,,,,,,,,,,,,,,,,,,,,91700,D,D,D,,,,
977801,58900,72200,100900,28600,37500,E,E,E,E,E,E,E,E,E,,50650,D,15200,42851,34758,46500,53000,50200,57700,60900,I,,I
977802,58900,72200,100900,28600,37500,31000,35000,128000,E,E,E,E,E,E,,,,,,,46500,53000,50200,57700,60900,,,
977803,58900,72200,100900,28600,37500,31000,35000,128000,40000,E,E,E,E,E,,,,,,,,53000,50200,57700,60900,,,
978401,20500,24600,48500,60300,66500,42000,E,E,E,E,E,E,E,E,E,,36000,36000,58000,D,26800,27000,37400,34000,14000,,,
978402,20500,24600,48500,60300,66500,42000,390662,E,E,E,E,E,E,E,E,,,,,D,26800,27000,37400,34000,14000,,,
978403,20500,24600,48500,60300,66500,42000,390662,87000,E,E,E,E,E,E,E,,,,,,26800,27000,37400,34000,14000,,,
978901,56000,62000,D,81000,71000,10000,150000,E,E,E,E,E,E,E,E,,,,13351,10550,20150,22000,27050,I,45100,,,
978902,56000,62000,D,81000,71000,10000,150000,408473,E,E,E,E,E,E,E,,,,,,20150,22000,27050,I,45100,,,
978903,56000,62000,D,81000,71000,10000,150000,408473,100000,E,E,E,E,E,E,,,,,,,,27050,I,45100,,,
979001,36584,45200,75200,148500,70250,83400,148000,110000,94000,E,E,E,E,E,E,,,,,,,34000,D,47400,35400,,,
979002,36584,45200,75200,148500,70250,83400,148000,110000,94000,71800,E,E,E,E,E,,,,,,,,,47400,35400,,,
979003,36584,45200,75200,148500,70250,83400,148000,110000,94000,71800,55000,E,E,E,E,,,,,,,,,,,,,
979501,,,,,,,,,,,,,,,,D,17100,15600,20700,18300,33500,D,D,D,,12015,,
979502,,,,,,,,,,,,,,,,,17100,15600,20700,18300,33500,D,D,D,,,,
979503,,,,,,,,,,,,,,,,,,,20700,18300,33500,D,D,D,,,,
979601,,,,,,,,,,,,,,,,,D,D,12405,D,16500,20500,20600,28800,,,,
979602,,,,,,,,,,,,,,,,,,D,12405,D,16500,20500,20600,28800,,,,
979603,,,,,,,,,,,,,,,,,,,,D,16500,20500,20600,28800,,,,
979604,,,,,,,,,,,,,,,,,,,,,16500,20500,20600,28800,,,,
979701,,,,,,,,,,,,,,,,11755,13642,11693,14515,13019,11991,D,1057448,D,,10605,9200,11400
979702,,,,,,,,,,,,,,,,,,11693,14515,13019,11991,D,1057448,D,,,,
979801,,,,,,,,,,,,,,,,2674,2188,D,3007,4570,D,15914,5600,11200,,12150,,
979802,,,,,,,,,,,,,,,,2674,2188,D,3007,4570,D,15914,5600,11200,,,,
979803,,,,,,,,,,,,,,,,,,,3007,4570,D,15914,5600,11200,,,,
979804,,,,,,,,,,,,,,,,,,,,,D,15914,5600,11200,,,,
980701,,,,,,,,,,,,,,,,,20000,14400,27800,24591,25000,23000,24000,26273,,8800,I,5168
980702,,,,,,,,,,,,,,,,,20000,14400,27800,24591,25000,23000,24000,26273,,8800,I,5168
980901,30100,D,E,E,E,,E,E,E,E,E,E,E,,E,17500,D,18000,18400,14629,13600,15000,17000,17000,31400,10500,4800,12000
980902,30100,D,12500,10000,R,,E,E,E,E,E,E,E,,E,17500,D,18000,18400,14629,13600,15000,17000,17000,31400,,,
981101,39200,31000,31000,38960,51392,E,E,E,E,E,E,E,E,E,E,7500,17344,31430,10956,16372,16000,31650,36328,40600,24800,3600,,7056
981102,39200,31000,31000,38960,51392,56000,52870,E,E,E,E,E,E,E,E,,,31430,10956,16372,16000,31650,36328,40600,24800,,,
981701,D,11560,24617,D,E,E,E,E,E,E,E,E,E,E,E,D,D,D,D,D,D,D,I,D,D,I,,I
981702,D,11560,24617,D,28041,E,E,E,E,E,E,E,E,E,E,D,D,D,D,D,D,D,I,D,D,,,
981703,D,11560,24617,D,28041,34944,25036,17700,E,E,E,E,E,E,E,,,,,,D,D,I,D,D,,,
982001,20057,28104,30060,29900,28000,42050,56460,D,E,E,E,E,E,E,E,,,,,,30480,26800,31716,D,12177,,,
982601,14985,7918,13083,11028,7980,15120,E,E,E,E,E,E,E,E,E,,5000,5224,6313,6048,6621,7140,6852,7540,11158,,,
982801,D,D,33616,8112,,,E,E,E,E,E,E,E,E,E,7950,5000,I,D,D,17352,8784,15588,D,D,I,,
982802,D,D,33616,8112,,,E,E,E,E,E,E,E,E,E,7950,5000,I,D,D,17352,8784,15588,D,D,,,
982803,D,D,33616,8112,,,E,E,E,E,E,E,E,E,E,,5000,I,D,D,17352,8784,15588,D,D,,,
982804,D,D,33616,8112,,,E,E,E,E,E,E,E,E,E,,,I,D,D,17352,8784,15588,D,D,,,
982805,D,D,33616,8112,,,D,0,E,E,E,E,E,E,E,,,,,D,17352,8784,15588,D,D,,,
983001,28000,35000,30000,35000,45000,45045,45000,E,E,E,E,E,E,,E,,,,10000,30214,D,24000,27000,29000,D,,,
983002,28000,35000,30000,35000,45000,45045,45000,58000,E,E,E,E,E,,E,,,,,,D,24000,27000,29000,D,,,
