childid,mhhinco_1992,mhhinco_1993,mhhinco_1994,mhhinco_1996,mhhinco_1998,mhhinco_2000,mhhinco_2002,mhhinco_2004,mhhinco_2006,mhhinco_2008,mhhinco_2010,mhhinco_2012,mhhinco_2014,mhhinco_2016,mhhinco_2018,mhhinco_1982,mhhinco_1983,mhhinco_1984,mhhinco_1985,mhhinco_1986,mhhinco_1987,mhhinco_1988,mhhinco_1989,mhhinco_1990,mhhinco_1991,mhhinco_1981,mhhinco_1979,mhhinco_1980
342803,,86162,88350,102959,244343,D,390662,408473,479983,173000,179970,E,E,E,E,,,,,,,,,,,,,
342901,50350,77000,78328,89000,96000,89000,E,E,E,E,E,E,E,E,E,,27000,23000,33000,16500,D,12400,18050,17980,D,,,
342902,50350,77000,78328,89000,96000,89000,E,E,E,E,E,E,E,E,E,,27000,23000,33000,16500,D,12400,18050,17980,D,,,
342903,50350,77000,78328,89000,96000,89000,D,184000,E,E,E,E,E,E,E,,,,,16500,D,12400,18050,17980,D,,,
342904,50350,77000,78328,89000,96000,89000,D,184000,200700,231200,E,E,E,E,E,,,,,,,,,17980,D,,,
343001,48176,D,43000,D,73000,45100,74000,E,E,E,E,E,E,E,E,,,,D,50500,52000,51000,40500,60300,40700,,,
343002,48176,D,43000,D,73000,45100,74000,65000,E,E,E,E,E,E,E,,,,,50500,52000,51000,40500,60300,40700,,,
343003,48176,D,43000,D,73000,45100,74000,65000,66000,E,E,E,E,E,E,,,,,,,51000,40500,60300,40700,,,
343004,48176,D,43000,D,73000,45100,74000,65000,66000,80050,E,E,E,E,E,,,,,,,,,60300,40700,,,
343005,48176,D,43000,D,73000,45100,74000,65000,66000,80050,80000,E,E,E,E,,,,,,,,,,,,,
343006,,,43000,D,73000,45100,74000,65000,66000,80050,80000,E,E,E,E,,,,,,,,,,,,,
343007,,,,,73000,45100,74000,65000,66000,80050,80000,62000,0,E,E,,,,,,,,,,,,,
343008,,,,,,,74000,65000,66000,80050,80000,62000,0,39000,68200,,,,,,,,,,,,,
343201,54050,50325,49020,53005,80825,79015,93005,78828,100083,113000,102000,E,E,E,E,,,,,,,,,,,,,
343202,,,49020,53005,80825,79015,93005,78828,100083,113000,102000,E,E,E,E,,,,,,,,,,,,,
343203,,,,53005,80825,79015,93005,78828,100083,113000,102000,153000,E,E,E,,,,,,,,,,,,,
343301,D,91000,81000,91000,140000,125000,E,E,E,E,E,E,E,E,E,,52020,40200,52250,90600,D,82600,87000,95750,77000,,,
343302,D,91000,81000,91000,140000,125000,390662,E,E,E,E,E,E,E,E,,,,,90600,D,82600,87000,95750,77000,,,
343303,D,91000,81000,91000,140000,125000,390662,D,D,E,E,E,E,E,E,,,,,,D,82600,87000,95750,77000,,,
343401,,160097,79100,160084,D,160150,170000,D,479983,267000,263000,E,E,E,,,,,,,,,,,,,,
343501,D,D,3192,D,E,,,E,E,E,E,E,E,E,E,D,I,D,D,D,10800,19000,D,11000,0,27000,D,4000
343502,D,D,3192,D,10400,,,14000,18000,20000,E,E,E,E,E,,,,,,,,D,11000,0,,,
343601,I,D,,D,550,D,E,E,E,E,E,E,E,E,E,,D,D,D,14016,I,0,10000,,200,,,
343602,I,D,,D,550,D,23340,D,E,E,E,E,E,E,E,,,,,,I,0,10000,,200,,,
343603,I,D,,D,550,D,23340,D,26000,E,E,E,E,E,E,,,,,,,,,,200,,,
343604,,,,,550,D,23340,D,26000,D,3000,D,23000,E,E,,,,,,,,,,,,,
343801,30000,38000,32650,,50000,47000,22000,E,E,E,E,E,E,E,E,,,10400,12102,D,D,,23000,D,I,,,
343802,30000,38000,32650,,50000,47000,22000,D,48188,E,E,E,E,E,E,,,,,,,,23000,D,I,,,
343803,,38000,32650,,50000,47000,22000,D,48188,47000,D,E,E,E,E,,,,,,,,,,,,,
344201,,,,59500,54000,56000,72300,,,,,,,,,,,,,,,,,,,,,
344202,,,,,54000,56000,72300,,,,,,,,,,,,,,,,,,,,,
344401,50000,87000,41197,E,,E,E,E,E,E,E,E,E,E,E,18400,28360,30320,35580,44120,44000,50000,53015,55310,57000,13700,9300,8420
344402,50000,87000,41197,72500,,E,E,E,E,E,E,E,E,E,E,18400,28360,30320,35580,44120,44000,50000,53015,55310,57000,13700,9300,8420
344501,D,D,37432,E,E,E,E,E,E,E,E,E,E,E,E,D,22450,24500,25500,32800,12200,22505,D,D,51099,71000,D,18650
344601,16200,14000,E,E,E,E,E,,,,,,,,,1152,16722,10350,8469,2400,11400,10700,38005,4516,7710,2307,8820,I
344602,16200,14000,19331,8844,2500,24200,E,,,,,,,,,,16722,10350,8469,2400,11400,10700,38005,4516,7710,,,
344603,,,19331,8844,2500,24200,43104,,,,,,,,,,,,,,,,,,,,,
344701,37490,68000,E,E,E,E,E,E,E,E,,E,E,,E,6000,7276,36948,17100,23400,D,35100,100000,35200,43400,11220,12500,11900
344702,37490,68000,189918,E,E,E,E,E,E,E,,E,E,,E,6000,7276,36948,17100,23400,D,35100,100000,35200,43400,11220,12500,11900
344703,37490,68000,189918,84400,77400,E,E,E,E,E,,E,E,,E,6000,7276,36948,17100,23400,D,35100,100000,35200,43400,11220,,
344704,37490,68000,189918,84400,77400,65200,30600,216800,18000,E,,E,E,,E,,,,,,,35100,100000,35200,43400,,,
344705,37490,68000,189918,84400,77400,65200,30600,216800,18000,42180,,E,E,,E,,,,,,,,,,43400,,,
344801,38800,38000,D,0,17800,E,,,,,,,,,,,,25000,,25400,26000,31500,30000,32000,39000,,,
344802,38800,38000,D,0,17800,E,,,,,,,,,,,,25000,,25400,26000,31500,30000,32000,39000,,,
344803,38800,38000,D,0,17800,D,,,,,,,,,,,,,,,26000,31500,30000,32000,39000,,,
344804,38800,38000,D,0,17800,D,,,,,,,,,,,,,,,,,30000,32000,39000,,,
344805,38800,38000,D,0,17800,D,,,,,,,,,,,,,,,,,,,,,,
344806,,,,,,D,,,,,,,,,,,,,,,,,,,,,,
345101,50300,50100,57100,,D,,,,E,E,E,E,E,E,E,,,D,80000,80000,100001,,38550,36300,51060,,,
345102,,,57100,,D,,,,55600,51000,59200,E,E,E,E,,,,,,,,,,,,,
345103,,,,,D,,,,55600,51000,59200,58400,E,E,E,,,,,,,,,,,,,
345201,31700,34300,46200,97000,32100,10200,48000,45976,68000,47015,E,E,E,E,E,,,,,,,,,55500,39700,,,
345202,,,46200,97000,32100,10200,48000,45976,68000,47015,24000,33520,E,E,E,,,,,,,,,,,,,
345401,96600,25030,90000,,10200,,E,E,E,E,E,E,E,E,E,,,7400,19000,20100,19000,27000,26600,41700,100000,,,
345402,96600,25030,90000,,10200,,55000,E,E,E,E,E,E,E,E,,,7400,19000,20100,19000,27000,26600,41700,100000,,,
345403,96600,25030,90000,,10200,,55000,134000,E,E,E,E,E,E,E,,,,,20100,19000,27000,26600,41700,100000,,,
345601,53000,70400,D,D,70000,D,,107000,75000,105000,E,E,E,E,E,,,,,,,,,57000,58200,,,
345602,53000,70400,D,D,70000,D,,107000,75000,105000,E,E,E,E,E,,,,,,,,,57000,58200,,,
345701,46000,D,33000,16000,18000,23000,26400,26000,26000,E,E,E,E,E,E,,,,,,,39000,62000,66010,81000,,,
345702,46000,D,33000,16000,18000,23000,26400,26000,26000,E,E,E,E,E,E,,,,,,,,,66010,81000,,,
345801,45500,50936,50940,52000,62000,71000,52952,66967,66000,60000,E,E,E,E,E,,,,,,,,11814,42000,39017,,,
345802,,50936,50940,52000,62000,71000,52952,66967,66000,60000,41700,E,E,E,E,,,,,,,,,,,,,
345803,,50936,50940,52000,62000,71000,52952,66967,66000,60000,41700,E,E,E,E,,,,,,,,,,,,,
345901,,,D,55050,D,D,300,33200,76050,D,95340,E,E,E,E,,,,,,,,,,,,,
345902,,,,55050,D,D,300,33200,76050,D,95340,57515,98300,E,E,,,,,,,,,,,,,
346501,46000,43400,38000,39500,75000,12100,77300,81000,E,E,E,E,E,E,E,,,,,20000,47000,33020,32640,34500,35147,,,
346502,46000,43400,38000,39500,75000,12100,77300,81000,E,E,E,E,E,E,E,,,,,,47000,33020,32640,34500,35147,,,
346503,46000,43400,38000,39500,75000,12100,77300,81000,107000,51700,E,E,E,E,E,,,,,,,,,34500,35147,,,
346701,41400,44300,43100,44175,60350,85402,79000,100125,109532,E,E,E,E,E,E,,,,,,,51000,53400,35300,37400,,,
346702,41400,44300,43100,44175,60350,85402,79000,100125,109532,115400,E,E,E,E,E,,,,,,,,,,37400,,,
346703,,,43100,44175,60350,85402,79000,100125,109532,115400,D,122006,E,E,E,,,,,,,,,,,,,
346901,,,,63300,57158,65700,79300,80800,85100,88500,97073,95967,E,E,E,,,,,,,,,,,,,
346902,,,,63300,57158,65700,79300,80800,85100,88500,97073,95967,117700,E,E,,,,,,,,,,,,,
347501,37100,40950,D,69000,65000,72700,E,E,E,E,E,E,E,E,E,,,16942,23600,D,D,D,35200,44000,46030,,,
347502,37100,40950,D,69000,65000,72700,97000,E,E,E,E,E,E,E,E,,,,23600,D,D,D,35200,44000,46030,,,
347503,,,,,,,,,95000,97000,88960,66330,41000,18000,22340,,,,,,,,,,,,,
347601,47260,35700,88000,70900,73160,E,E,E,E,E,E,E,E,E,E,D,14900,41000,35000,5755,16188,14908,17000,33600,50000,4195,,
347602,47260,35700,88000,70900,73160,70000,78000,86500,100000,110000,E,E,E,E,E,,,,,,,,,33600,50000,,,
347603,47260,35700,88000,70900,73160,70000,78000,86500,100000,110000,E,E,E,E,E,,,,,,,,,,50000,,,
347604,,,,,73160,70000,78000,86500,100000,110000,115000,123500,105000,E,E,,,,,,,,,,,,,
348001,35000,47000,39000,35675,40000,,,,,,,,,,,,,,,,,49000,40600,D,43500,,,
348101,54040,62000,60000,60050,E,E,E,E,E,E,E,E,E,E,E,25000,35000,37020,42030,41520,44425,50520,50100,50025,50050,17641,15500,19000
348102,54040,62000,60000,60050,70030,77000,87000,E,E,E,E,E,E,E,E,,,37020,42030,41520,44425,50520,50100,50025,50050,,,
348103,54040,62000,60000,60050,70030,77000,87000,82660,86000,E,E,E,E,E,E,,,,,,,50520,50100,50025,50050,,,
348501,30500,38400,37050,56300,,,,D,0,108320,,,,,,,,,,,,,,,D,,,
348502,,,,,,,,D,0,108320,,,,,,,,,,,,,,,,,,
348601,D,65000,D,78000,D,,,E,,E,E,E,E,E,E,D,37575,28050,,D,54500,,69000,D,D,,,
348602,D,65000,D,78000,D,,,66000,,E,E,E,E,E,E,,,,,,54500,,69000,D,D,,,
348603,D,65000,D,78000,D,,,66000,,85000,E,E,E,E,E,,,,,,,,,,D,,,
348604,,,D,78000,D,,,66000,,85000,D,E,E,E,E,,,,,,,,,,,,,
348701,D,56396,D,92140,E,E,,E,E,E,,E,E,E,E,30400,D,13000,23000,34050,D,D,53600,43200,8000,35000,28000,40440
348702,D,56396,D,92140,84200,D,,E,E,E,,E,E,E,E,30400,D,13000,23000,34050,D,D,53600,43200,8000,,,
348703,D,56396,D,92140,84200,D,,91400,115900,113179,,E,E,E,E,,,,,,,,,,8000,,,
349101,33100,28550,35050,33100,61020,52600,63020,D,E,,E,E,E,E,E,,,,,34577,28600,35000,42360,47530,43040,,,
349102,33100,28550,35050,33100,61020,52600,63020,D,81000,,E,E,E,E,E,,,,,,,,,47530,43040,,,
349103,,,,33100,61020,52600,63020,D,81000,,92046,112500,E,E,E,,,,,,,,,,,,,
349801,27248,D,24700,24800,D,D,,,,,,,,,,,,500,D,3000,20200,100001,31000,D,25620,,,
349802,27248,D,24700,24800,D,D,,,,,,,,,,,,,,,,,,D,25620,,,
350001,D,67000,70000,68000,,,,,,,,,,,,,41000,48000,100001,100001,100001,,1057448,146942,159805,,,
350002,D,67000,70000,68000,,,,,,,,,,,,,,,,,,,,,,,,
350003,,,,68000,,,,,,,,,,,,,,,,,,,,,,,,
350101,19800,D,9383,D,,,,,,,,,,,,,,,15000,13501,11200,D,26200,11000,19400,,,
350201,76000,74350,73500,72500,89500,95800,105000,104335,126000,E,E,E,E,E,E,,,,,,,51500,52800,57500,61100,,,
350202,,,73500,72500,89500,95800,105000,104335,126000,139487,150468,100600,E,E,E,,,,,,,,,,,,,
350401,,,,,,,,,,,,,,,,25050,75001,20800,24150,,,,,,,32080,18000,28572
350501,,,,,115024,D,123711,D,123000,181300,124200,178064,,E,E,,,,,,,,,,,,,
350601,50400,48800,45900,51200,58800,74300,8000,82500,104000,108000,E,E,E,E,E,,,,,,,,,63600,60500,,,
350602,50400,48800,45900,51200,58800,74300,8000,82500,104000,108000,109300,E,E,E,E,,,,,,,,,,,,,
350603,50400,48800,45900,51200,58800,74300,8000,82500,104000,108000,109300,E,E,E,E,,,,,,,,,,,,,
351101,34100,38000,65439,D,54100,64100,61100,50000,E,E,E,E,,,,,,,,,69640,34520,43450,I,56160,,,
351102,34100,38000,65439,D,54100,64100,61100,50000,56000,E,E,E,,,,,,,,,,34520,43450,I,56160,,,
351201,,,,,,,83070,94000,48200,50300,52020,64500,94000,95020,I,,,,,,,,,,,,,
351401,19000,45200,41000,52000,49000,35000,,,E,E,E,E,E,E,E,,,,,,43000,43100,38800,40000,49100,,,
351402,,,41000,52000,49000,35000,,,59600,82000,29132,9600,E,E,E,,,,,,,,,,,,,
351403,,,,,49000,35000,,,59600,82000,29132,9600,43912,E,E,,,,,,,,,,,,,
351801,46304,I,,41000,,,E,E,,E,E,,,,,13000,14769,21415,27782,21441,22000,17290,23800,35360,38000,10000,,
351802,46304,I,,41000,,,36200,E,,E,E,,,,,,,21415,27782,21441,22000,17290,23800,35360,38000,,,
351901,D,55200,54000,90000,59000,140000,D,,,D,69000,E,E,E,,,,,,,,,,,,,,
351902,,55200,54000,90000,59000,140000,D,,,D,69000,E,E,E,,,,,,,,,,,,,,
351903,,,,90000,59000,140000,D,,,D,69000,19000,E,E,,,,,,,,,,,,,,
352201,,,,48000,55000,165000,86300,65500,67050,120500,152500,100000,E,E,E,,,,,,,,,,,,,
352202,,,,,,165000,86300,65500,67050,120500,152500,100000,80000,3000,E,,,,,,,,,,,,,
352301,29025,32525,36000,38000,42759,41000,52000,74015,66554,E,E,E,E,E,E,,,,,,,30000,1057448,25000,26000,,,
352302,29025,32525,36000,38000,42759,41000,52000,74015,66554,78000,72222,E,E,E,E,,,,,,,,,,26000,,,
352401,75000,76000,72000,R,93500,,85600,85000,E,E,E,E,E,E,E,,,,,,21500,52010,56500,I,66000,,,
352402,75000,76000,72000,R,93500,,85600,85000,57000,72000,E,E,E,E,E,,,,,,,,,I,66000,,,
352701,I,160097,D,974100,244343,D,109000,E,E,E,E,E,E,,E,,,28660,34600,D,76300,D,1057448,84000,159805,,,
352702,I,160097,D,974100,244343,D,109000,140100,92800,E,E,E,E,,E,,,,,,,D,1057448,84000,159805,,,
352703,I,160097,D,974100,244343,D,109000,140100,92800,E,E,E,E,,E,,,,,,,D,1057448,84000,159805,,,
353101,28298,73893,38500,47450,45572,44000,42900,68500,E,E,E,E,E,E,E,,,,,21600,48020,34000,27660,29800,44100,,,
353102,28298,73893,38500,47450,45572,44000,42900,68500,127000,E,E,E,E,E,E,,,,,,,,27660,29800,44100,,,
353201,11879,D,32892,12798,55050,62500,E,E,E,E,E,E,E,E,E,,25704,26054,25054,22968,25132,39017,40040,36075,34908,,,
353202,11879,D,32892,12798,55050,62500,64000,68690,E,E,E,E,E,E,E,,,,,,25132,39017,40040,36075,34908,,,
353203,11879,D,32892,12798,55050,62500,64000,68690,78000,85361,93420,E,E,E,E,,,,,,,,,,,,,
353204,,D,32892,12798,55050,62500,64000,68690,78000,85361,93420,E,E,E,E,,,,,,,,,,,,,
353601,,,R,D,D,D,80000,R,95280,,,,,,,,,,,,,,,,,,,
353602,,,,,D,D,80000,R,95280,,,,,,,,,,,,,,,,,,,
353701,36000,41000,47000,44000,59100,20000,94000,79000,E,E,E,E,E,E,E,,,,,13000,25000,34000,30000,39000,38000,,,
353702,36000,41000,47000,44000,59100,20000,94000,79000,79000,E,E,E,E,E,E,,,,,,,,30000,39000,38000,,,
354201,E,E,E,E,E,,,,,,,E,E,E,E,6696,D,D,3800,6818,6220,,10628,D,4000,I,2460,I
354202,12000,R,E,E,E,,,,,,,E,E,E,E,6696,D,D,3800,6818,6220,,10628,D,4000,I,2460,I
354203,12000,R,15000,E,E,,,,,,,E,E,E,E,6696,D,D,3800,6818,6220,,10628,D,4000,I,2460,I
354301,16476,19116,15440,12588,15657,0,E,E,E,E,E,E,E,E,,,,25000,28560,31980,6048,45958,D,14856,15286,,,
354302,16476,19116,15440,12588,15657,0,13256,E,E,E,E,E,E,E,,,,,28560,31980,6048,45958,D,14856,15286,,,
354303,16476,19116,15440,12588,15657,0,13256,17429,21000,E,E,E,E,E,,,,,,,,,D,14856,15286,,,
354401,I,9612,D,7248,18736,14000,E,E,E,E,E,E,E,E,E,,R,D,3860,2380,2574,5748,6228,7426,D,,,
354402,I,9612,D,7248,18736,14000,39600,E,E,E,E,E,E,E,E,,,,3860,2380,2574,5748,6228,7426,D,,,
354403,I,9612,D,7248,18736,14000,39600,26200,E,E,E,E,E,E,E,,,,,2380,2574,5748,6228,7426,D,,,
354404,I,9612,D,7248,18736,14000,39600,26200,E,E,E,E,E,E,E,,,,,,2574,5748,6228,7426,D,,,
354405,I,9612,D,7248,18736,14000,39600,26200,18028,E,E,E,E,E,E,,,,,,,5748,6228,7426,D,,,
354406,I,9612,D,7248,18736,14000,39600,26200,18028,E,E,E,E,E,E,,,,,,,5748,6228,7426,D,,,
354407,I,9612,D,7248,18736,14000,39600,26200,18028,E,E,E,E,E,E,,,,,,,,6228,7426,D,,,
354408,I,9612,D,7248,18736,14000,39600,26200,18028,E,E,E,E,E,E,,,,,,,,6228,7426,D,,,
354501,50300,68000,65000,D,D,94400,47000,E,E,E,E,E,E,E,E,,,,7130,14053,16135,42050,52050,55200,51073,,,
354502,50300,68000,65000,D,D,94400,47000,46720,E,E,E,E,E,E,E,,,,,,16135,42050,52050,55200,51073,,,
354503,50300,68000,65000,D,D,94400,47000,46720,31000,31000,E,E,E,E,E,,,,,,,,52050,55200,51073,,,
354601,839078,47852,40000,60000,74000,70451,96934,84626,E,E,E,E,E,E,E,,,,,,10940,D,8395,14500,27964,,,
354602,,,40000,60000,74000,70451,96934,84626,99000,94000,100000,E,E,E,E,,,,,,,,,,,,,
354701,17500,19948,D,23600,35200,D,38830,E,E,E,E,E,,,,,,,16500,D,D,75000,55700,49200,D,,,
354801,7536,7128,D,23600,8222,D,E,E,E,E,E,E,E,E,E,,,14180,8943,D,1850,4812,8636,6720,9960,,,
354802,7536,7128,D,23600,8222,D,D,43600,E,E,E,E,E,E,E,,,,,,1850,4812,8636,6720,9960,,,
354803,,7128,D,23600,8222,D,D,43600,44800,D,D,E,E,E,E,,,,,,,,,,,,,
354901,13533,17020,D,26500,23880,22000,43000,25020,E,E,E,E,E,E,E,,,,,,8658,11878,13342,21536,14568,,,
354902,13533,17020,D,26500,23880,22000,43000,25020,23500,E,E,E,E,E,E,,,,,,,,13342,21536,14568,,,
355101,65200,70800,70378,79200,91800,93500,98000,107000,109500,164500,131000,E,E,E,E,,,,,,,,,,30075,,,
355102,,,70378,79200,91800,93500,98000,107000,109500,164500,131000,E,E,E,E,,,,,,,,,,,,,
355201,,52100,57000,58250,62200,65200,76500,87100,78000,80000,86718,E,E,E,E,,,,,,,,,,,,,
355202,,,,58250,62200,65200,76500,87100,78000,80000,86718,92100,E,E,E,,,,,,,,,,,,,
355401,52100,56000,61900,72596,104080,E,E,E,E,E,E,E,E,E,E,5215,10957,10980,7898,6291,8414,11326,20812,D,55794,17000,,14000
355501,0,0,D,1900,D,D,88350,D,92550,E,E,E,E,E,E,,,,,,,2000,800,0,0,,,
355502,0,0,D,1900,D,D,88350,D,92550,60082,E,E,E,E,E,,,,,,,,800,0,0,,,
355601,45600,39000,46000,51960,61000,E,E,E,E,E,E,E,E,E,E,40000,46000,51000,43400,43784,57920,10982,35500,40000,44440,39919,,
355602,45600,39000,46000,51960,61000,68000,E,E,E,E,E,E,E,E,E,,,51000,43400,43784,57920,10982,35500,40000,44440,,,
355603,45600,39000,46000,51960,61000,68000,40000,38000,57000,57000,60000,E,E,E,E,,,,,,,,,,44440,,,
355701,35397,37000,41000,44000,40000,42000,42946,61000,56000,E,E,E,E,,E,,,,,,,33332,25342,30700,35400,,,
355702,35397,37000,41000,44000,40000,42000,42946,61000,56000,71000,E,E,E,,E,,,,,,,,,30700,35400,,,
355703,35397,37000,41000,44000,40000,42000,42946,61000,56000,71000,E,E,E,,E,,,,,,,,,,35400,,,
355801,28360,31715,43000,77200,85510,D,100300,130300,E,E,E,E,E,E,E,,,,,,33000,35330,31100,25700,27040,,,
355802,28360,31715,43000,77200,85510,D,100300,130300,141090,E,E,E,E,E,E,,,,,,,,,25700,27040,,,
356001,17860,D,D,77760,E,E,E,E,E,E,E,E,E,E,E,27000,12000,12000,D,D,D,14680,15680,17880,12860,19000,,I
356002,,,,,75400,63220,55100,60000,57100,80000,0,62500,85000,E,E,,,,,,,,,,,,,
356401,57600,26100,29650,30000,38000,40000,35383,42000,45200,E,E,E,E,E,E,,,,,,,D,14000,55200,52448,,,
356402,57600,26100,29650,30000,38000,40000,35383,42000,45200,84672,D,E,E,E,E,,,,,,,,,,,,,
356501,20000,20092,23340,24000,29000,33510,E,E,E,,,,,,,,13605,14547,28882,28200,31155,32700,17300,19600,22820,,,
356502,20000,20092,23340,24000,29000,33510,36500,E,E,,,,,,,,,,28882,28200,31155,32700,17300,19600,22820,,,
356503,20000,20092,23340,24000,29000,33510,36500,42100,39000,,,,,,,,,,,,,32700,17300,19600,22820,,,
356601,45000,47000,46920,54025,D,,,,E,E,E,E,E,E,E,20380,20116,23395,22216,21200,20500,22400,I,39800,43000,21000,,
356602,45000,47000,46920,54025,D,,,,E,E,E,E,E,E,E,,,23395,22216,21200,20500,22400,I,39800,43000,,,
356603,45000,47000,46920,54025,D,,,,E,E,E,E,E,E,E,,,,,,20500,22400,I,39800,43000,,,
356801,,,,,,,,,,,E,E,E,E,E,,,,,,,34010,,,,,,
356802,,,,,,,,,,,E,E,E,E,E,,,,,,,34010,,,,,,
356803,,,,,,,,,,,75000,E,E,E,E,,,,,,,,,,,,,
357201,39005,37020,35500,43020,53000,51100,E,E,E,E,,,,,,27360,D,1510,12843,14408,54300,800,0,35000,40000,,,
357202,39005,37020,35500,43020,53000,51100,67000,E,E,E,,,,,,,,,12843,14408,54300,800,0,35000,40000,,,
357203,39005,37020,35500,43020,53000,51100,67000,62020,54000,50000,,,,,,,,,,,,,,,40000,,,
357301,36200,32150,28450,48050,40000,69800,10150,E,E,E,E,E,E,E,E,,,,18600,50300,54500,34820,35650,30250,11100,,,
357302,36200,32150,28450,48050,40000,69800,10150,20040,E,E,E,E,E,E,E,,,,,,54500,34820,35650,30250,11100,,,
357601,28575,D,D,36135,D,D,E,E,E,E,E,E,E,E,E,22427,2317,24895,22133,28955,25180,D,27925,32520,31120,,,
357602,28575,D,D,36135,D,D,D,64974,E,E,E,E,E,E,E,,,,,,25180,D,27925,32520,31120,,,
358401,23636,18500,17104,25160,6550,D,E,E,E,E,E,E,E,E,E,22043,12550,D,18710,11320,300,6119,13510,19200,19000,,,
358402,23636,18500,17104,25160,6550,D,43500,41000,16000,E,E,E,E,E,E,,,,,,,6119,13510,19200,19000,,,
358601,30400,19200,27000,D,20950,21200,26010,27250,37233,E,E,E,E,E,E,,,,,,,,16000,16200,26040,,,
358602,30400,19200,27000,D,20950,21200,26010,27250,37233,42000,E,E,E,E,E,,,,,,,,,,26040,,,
359401,12000,6938,1714,33857,D,E,E,E,E,E,E,E,E,E,E,15494,10126,11822,17244,19000,D,23040,30050,12050,8000,6580,,
359402,12000,6938,1714,33857,D,D,D,E,E,E,E,E,E,E,E,,,,17244,19000,D,23040,30050,12050,8000,,,
359403,12000,6938,1714,33857,D,D,D,D,59500,84400,113274,E,E,E,E,,,,,,,,,,,,,
359701,35000,34523,37250,8000,28048,E,E,E,E,E,E,E,E,E,E,D,23000,28034,25738,28312,32100,950,400,34190,32016,30000,,I
359702,35000,34523,37250,8000,28048,27050,E,E,E,E,E,E,E,E,E,,23000,28034,25738,28312,32100,950,400,34190,32016,,,
359703,35000,34523,37250,8000,28048,27050,68032,E,E,E,E,E,E,E,E,,,,25738,28312,32100,950,400,34190,32016,,,
359704,35000,34523,37250,8000,28048,27050,68032,58000,E,E,E,E,E,E,E,,,,,,32100,950,400,34190,32016,,,
359705,,,,,,,68032,58000,48925,50000,52400,65700,74000,71700,59500,,,,,,,,,,,,,
360101,43050,45118,49030,69030,73050,77050,90500,E,E,E,E,E,E,E,E,,,,,26012,25040,27104,30025,35030,39710,,,
360102,43050,45118,49030,69030,73050,77050,90500,104000,95000,E,E,E,E,E,E,,,,,,,,30025,35030,39710,,,
360103,43050,45118,49030,69030,73050,77050,90500,104000,95000,116845,E,E,E,E,E,,,,,,,,,,39710,,,
360301,40594,34780,27000,58850,60100,70100,48025,E,E,E,E,E,E,E,E,,,,D,37400,31396,34800,D,41000,42242,,,
360302,40594,34780,27000,58850,60100,70100,48025,68000,75000,E,E,E,E,E,E,,,,,,,34800,D,41000,42242,,,
360303,40594,34780,27000,58850,60100,70100,48025,68000,75000,E,E,E,E,E,E,,,,,,,,D,41000,42242,,,
360501,45000,58500,55500,59300,61200,64000,64000,81000,48700,E,E,E,E,E,E,,,,,,,34800,42600,38200,41000,,,
360502,45000,58500,55500,59300,61200,64000,64000,81000,48700,E,E,E,E,E,E,,,,,,,34800,42600,38200,41000,,,
360601,42650,56500,49000,57900,62000,E,E,E,E,E,E,E,E,E,E,22516,18000,22000,23000,28800,32050,33700,35200,36370,39548,19780,,15000
360602,42650,56500,49000,57900,62000,50500,E,E,E,E,E,E,E,E,E,22516,18000,22000,23000,28800,32050,33700,35200,36370,39548,,,
360603,42650,56500,49000,57900,62000,50500,70500,E,E,E,E,E,E,E,E,,,22000,23000,28800,32050,33700,35200,36370,39548,,,
360901,34600,49900,40800,45300,42200,48000,34700,40500,46150,E,E,E,E,E,E,,,,,,,,24100,26545,26000,,,
360902,,,40800,45300,42200,48000,34700,40500,46150,51000,47150,E,E,E,E,,,,,,,,,,,,,
360903,,,,,42200,48000,34700,40500,46150,51000,47150,26141,61515,E,E,,,,,,,,,,,,,
361001,13096,7000,10000,12200,12518,R,17327,E,E,E,E,E,E,E,E,,,23154,22780,3940,36883,6712,10023,11500,13095,,,
361101,56539,72580,45290,68500,94300,90000,E,E,E,E,E,E,E,E,E,,15852,9385,24800,33000,32800,41200,44300,53500,50200,,,
361102,56539,72580,45290,68500,94300,90000,D,E,E,E,E,E,E,E,E,,,,24800,33000,32800,41200,44300,53500,50200,,,
361103,56539,72580,45290,68500,94300,90000,D,104000,116000,D,127500,E,E,E,E,,,,,,,,,,,,,
361301,36505,45000,46008,54015,66010,83000,82000,88000,E,E,E,E,E,E,E,,,,,,25635,20000,21000,27250,26002,,,
361401,52955,57939,57875,55431,63192,78400,E,E,E,E,E,E,E,E,E,29888,26079,34086,39000,41165,42735,D,51244,51608,54850,,,
361402,52955,57939,57875,55431,63192,78400,81700,80562,E,E,E,E,E,E,E,,,,,,42735,D,51244,51608,54850,,,
362401,42020,27500,37720,46877,56000,63026,72000,73525,10535,D,E,E,E,E,E,,,,,,,,,39850,43847,,,
362402,42020,27500,37720,46877,56000,63026,72000,73525,10535,D,75585,E,E,E,E,,,,,,,,,,,,,
362601,45500,45930,47200,28570,36040,40075,39600,45000,E,E,E,E,E,E,E,,,,,28524,30200,41200,34141,37100,37300,,,
362602,45500,45930,47200,28570,36040,40075,39600,45000,54500,E,E,E,E,E,E,,,,,,,,34141,37100,37300,,,
363101,,,,,,,,,,,,,,,,,,,,,,13000,,,,,,
